ID_CLIENT;DATE_ENTREE;NOM;PAYS;SEXE;AGE;MEMBRE_ACTIF
15697691;2014-06-01 00:00:00;Sinclair;France;F;41;Yes
15707144;2014-03-01 00:00:00;Onyeorulu;Allemagne;H;25;No
15631927;2013-03-01 00:00:00;Thomas;Espagne;F;28;No
15778395;2016-01-01 00:00:00;McIntyre;Allemagne;H;34;No
15759250;2017-04-01 00:00:00;Barnett;Allemagne;H;51;Yes
15626742;2017-05-01 00:00:00;Carpenter;France;H;36;Yes
15577478;2017-05-01 00:00:00;Ch'iu;France;F;72;Yes
15729489;2012-05-01 00:00:00;Hyde;Allemagne;F;34;Yes
15599976;2011-03-01 00:00:00;Bellasis;France;F;27;No
15609319;2017-06-01 00:00:00;Hunt;France;F;41;Yes
15648933;2017-04-01 00:00:00;Reilly;Allemagne;H;44;Yes
15651955;2016-02-01 00:00:00;Hanson;France;H;31;Yes
15656286;2020-03-01 00:00:00;Sims;France;H;33;No
15696301;2011-01-01 00:00:00;Snider;France;F;37;No
15605455;2011-03-01 00:00:00;Tai;France;H;40;No
15749557;2014-06-01 00:00:00;Chao;France;F;44;Yes
15661548;2020-02-01 00:00:00;Ferri;France;F;29;No
15768293;2017-01-01 00:00:00;Sun;France;H;51;Yes
15604813;2013-03-01 00:00:00;Zaytseva;France;H;40;Yes
15576126;2018-01-01 00:00:00;Young;France;F;41;Yes
15603096;2014-02-01 00:00:00;Lori;France;H;33;No
15803456;2011-04-01 00:00:00;Yen;France;F;40;No
15759966;2015-01-01 00:00:00;Chiemenam;Espagne;F;36;No
15710206;2016-06-01 00:00:00;Larson;France;F;39;No
15703728;2016-02-01 00:00:00;Chieloka;Espagne;H;47;No
15736717;2013-06-01 00:00:00;Ma;France;H;31;Yes
15716041;2011-05-01 00:00:00;Chinomso;Espagne;H;39;Yes
15737795;2019-04-01 00:00:00;Scott;Espagne;H;36;Yes
15806249;2016-03-01 00:00:00;Kerr;Espagne;F;31;Yes
15675983;2017-06-01 00:00:00;Wood;France;F;36;Yes
15643215;2018-05-01 00:00:00;Jen;Allemagne;H;38;No
15613141;2017-05-01 00:00:00;Hsu;France;F;41;Yes
15737971;2015-04-01 00:00:00;Cowen;France;F;30;No
15698716;2017-06-01 00:00:00;Baker;France;F;70;No
15778149;2011-05-01 00:00:00;Connolly;Espagne;H;68;No
15756875;2014-05-01 00:00:00;Freeman;Espagne;H;34;Yes
15720134;2011-03-01 00:00:00;Reynolds;Allemagne;H;30;Yes
15801832;2019-02-01 00:00:00;Lombardo;Allemagne;H;42;Yes
15788215;2015-02-01 00:00:00;Hsia;Espagne;F;30;No
15671804;2012-05-01 00:00:00;Wilding;Espagne;H;36;Yes
15693322;2011-02-01 00:00:00;Shaver;Allemagne;F;37;Yes
15805254;2010-06-01 00:00:00;Ndukaku;Espagne;F;75;Yes
15673074;2014-02-01 00:00:00;Obidimkpa;Allemagne;F;30;Yes
15646784;2018-03-01 00:00:00;Cochran;France;F;31;Yes
15642619;2018-04-01 00:00:00;Mayne;Espagne;H;46;No
15711028;2019-04-01 00:00:00;Nnachetam;France;H;52;Yes
15659236;2017-05-01 00:00:00;Iadanza;Espagne;H;33;Yes
15624424;2019-04-01 00:00:00;Palerma;Espagne;F;49;Yes
15781777;2017-06-01 00:00:00;Sutherland;France;H;33;No
15656865;2011-02-01 00:00:00;Gray;Allemagne;H;69;Yes
15620981;2017-03-01 00:00:00;Wickham;France;F;48;No
15756850;2019-01-01 00:00:00;Golovanov;France;H;40;No
15731519;2015-06-01 00:00:00;Kerr;France;F;30;No
15771059;2018-01-01 00:00:00;Welch;Allemagne;F;34;No
15622774;2020-03-01 00:00:00;Kao;France;H;34;Yes
15579183;2019-02-01 00:00:00;Spaull;France;H;64;Yes
15775912;2016-05-01 00:00:00;Mazzanti;France;H;48;Yes
15763415;2020-01-01 00:00:00;Gray;Allemagne;H;41;Yes
15601796;2019-03-01 00:00:00;Chizuoke;France;H;30;Yes
15610426;2015-04-01 00:00:00;Tien;France;F;39;Yes
15582492;2018-03-01 00:00:00;Moore;France;F;29;No
15737647;2014-04-01 00:00:00;Obioma;Allemagne;F;77;No
15801466;2018-02-01 00:00:00;Gray;France;F;39;No
15721592;2015-03-01 00:00:00;Barton;France;F;38;No
15583303;2018-01-01 00:00:00;Monaldo;France;F;29;No
15616367;2019-05-01 00:00:00;Ricci;Allemagne;H;39;No
15684294;2018-05-01 00:00:00;Chidumaga;France;H;50;Yes
15699467;2020-05-01 00:00:00;Connor;Espagne;F;41;No
15573077;2012-01-01 00:00:00;Nwora;Allemagne;F;103;Yes
15762762;2015-01-01 00:00:00;Onyekachukwu;Allemagne;F;45;No
15627305;2013-01-01 00:00:00;Pan;Espagne;H;35;No
15673342;2018-05-01 00:00:00;K'ung;France;H;36;No
15595883;2016-02-01 00:00:00;Nkemdirim;Allemagne;H;39;Yes
15664860;2017-02-01 00:00:00;Chao;Espagne;F;47;No
15792360;2013-05-01 00:00:00;Clark;France;H;32;Yes
15733888;2017-06-01 00:00:00;Sells;Espagne;F;36;No
15778155;2017-01-01 00:00:00;T'ien;Allemagne;F;31;Yes
15719649;2017-04-01 00:00:00;Lambie;France;H;38;No
15779064;2018-03-01 00:00:00;Chidiegwu;France;H;27;Yes
15605000;2011-04-01 00:00:00;John;France;H;38;Yes
15798053;2011-01-01 00:00:00;Nnachetam;Espagne;H;32;No
15806941;2013-03-01 00:00:00;Sharpe;France;H;60;Yes
15636428;2019-06-01 00:00:00;Sutherland;Espagne;F;45;No
15748589;2011-06-01 00:00:00;Winter;France;F;30;No
15753847;2016-02-01 00:00:00;Hawkins;Espagne;H;45;Yes
15717498;2014-06-01 00:00:00;Boni;France;H;42;Yes
15677020;2012-03-01 00:00:00;Selezneva;France;F;58;Yes
15770984;2013-02-01 00:00:00;Fanucci;Espagne;F;40;Yes
15770159;2014-04-01 00:00:00;Nnanna;Allemagne;H;25;Yes
15586069;2020-06-01 00:00:00;Abernathy;France;F;30;No
15610002;2015-01-01 00:00:00;Chidubem;Espagne;H;41;Yes
15746553;2015-05-01 00:00:00;Castles;Allemagne;H;50;Yes
15588450;2012-04-01 00:00:00;Chukwudi;France;F;60;Yes
15611371;2016-03-01 00:00:00;Siciliani;France;H;43;Yes
15710553;2017-04-01 00:00:00;Yin;Allemagne;H;48;Yes
15614929;2020-02-01 00:00:00;Cheng;Allemagne;H;28;No
15797276;2016-01-01 00:00:00;Sturt;Espagne;F;41;No
15733876;2011-01-01 00:00:00;Schneider;France;H;36;Yes
15757648;2015-03-01 00:00:00;Marshall;Allemagne;F;35;Yes
15687852;2018-06-01 00:00:00;Vinogradoff;France;H;30;No
15666916;2014-06-01 00:00:00;Lira;France;H;43;No
15642937;2013-05-01 00:00:00;Padovesi;France;F;46;No
15761453;2014-02-01 00:00:00;Kovalev;France;H;42;No
15611682;2014-03-01 00:00:00;Rossi;Espagne;H;37;Yes
15711288;2014-02-01 00:00:00;Hay;France;H;24;No
15672115;2014-06-01 00:00:00;Lettiere;France;H;60;Yes
15766288;2015-05-01 00:00:00;Ikechukwu;Allemagne;F;36;No
15678882;2017-06-01 00:00:00;Hay;Allemagne;H;37;No
15774250;2019-01-01 00:00:00;Gallo;France;H;42;No
15796334;2010-04-01 00:00:00;Chukwualuka;Allemagne;H;39;No
15712551;2013-03-01 00:00:00;Shen;Allemagne;F;58;No
15808182;2017-03-01 00:00:00;Beneventi;Espagne;F;36;No
15659949;2019-06-01 00:00:00;Chiu;France;H;31;No
15580953;2016-03-01 00:00:00;Forbes;France;H;30;Yes
15575935;2020-06-01 00:00:00;Baxter;France;H;59;Yes
15609187;2015-04-01 00:00:00;Cox;France;F;27;No
15629545;2013-01-01 00:00:00;Buckley;Espagne;F;41;No
15719170;2019-01-01 00:00:00;Sagese;France;F;30;Yes
15587647;2020-03-01 00:00:00;Browne;Allemagne;F;66;Yes
15775203;2017-03-01 00:00:00;Chia;France;H;45;No
15734942;2012-02-01 00:00:00;Nnamutaezinwa;Allemagne;F;38;No
15640667;2016-05-01 00:00:00;Yu;France;F;41;No
15691004;2019-04-01 00:00:00;Yu;Espagne;H;37;Yes
15788683;2010-02-01 00:00:00;Kang;Allemagne;F;34;No
15716822;2015-06-01 00:00:00;Moen;France;H;30;Yes
15718944;2014-05-01 00:00:00;Artemiev;France;F;37;No
15672145;2013-03-01 00:00:00;Swift;France;F;34;Yes
15731148;2020-05-01 00:00:00;Isayeva;France;H;33;Yes
15743538;2019-04-01 00:00:00;Pickering;France;F;31;No
15645404;2016-03-01 00:00:00;Okwukwe;France;F;51;No
15668679;2020-01-01 00:00:00;Ozerova;France;H;31;Yes
15587640;2020-03-01 00:00:00;Rowntree;France;F;43;No
15618213;2013-05-01 00:00:00;Nnanna;France;F;32;Yes
15578141;2017-04-01 00:00:00;Chien;Espagne;H;38;Yes
15683168;2014-03-01 00:00:00;Frederickson;France;F;30;Yes
15704160;2015-01-01 00:00:00;Wan;Espagne;H;49;No
15703205;2015-04-01 00:00:00;Uwaezuoke;France;F;46;Yes
15634141;2012-06-01 00:00:00;Shephard;Allemagne;F;42;No
15678201;2019-02-01 00:00:00;Robertson;France;F;46;Yes
15640161;2015-01-01 00:00:00;Calabrese;Allemagne;H;44;No
15777639;2010-06-01 00:00:00;McGregor;Espagne;F;23;No
15703167;2012-05-01 00:00:00;Rouse;France;F;45;No
15637857;2012-04-01 00:00:00;Woolacott;France;F;31;Yes
15658693;2018-05-01 00:00:00;Aksyonova;France;F;60;Yes
15747222;2012-06-01 00:00:00;Bentley;Espagne;F;35;Yes
15605284;2019-03-01 00:00:00;Outtrim;France;H;26;Yes
15772482;2017-01-01 00:00:00;Iloerika;Allemagne;H;28;No
15809663;2019-05-01 00:00:00;Donaldson;France;F;27;Yes
15613656;2019-01-01 00:00:00;Lombardi;France;H;58;Yes
15702462;2014-01-01 00:00:00;Fiorentini;Espagne;F;44;Yes
15652069;2019-04-01 00:00:00;Calabrese;France;H;30;No
15568819;2012-01-01 00:00:00;Chiganu;Allemagne;F;42;Yes
15590993;2015-04-01 00:00:00;Findlay;Espagne;H;37;No
15592025;2013-04-01 00:00:00;Nnaemeka;France;H;53;Yes
15787884;2013-04-01 00:00:00;Martin;France;F;30;Yes
15606836;2018-06-01 00:00:00;Lombardo;France;F;33;Yes
15792729;2011-05-01 00:00:00;Holland;Allemagne;F;34;No
15684042;2018-01-01 00:00:00;Blair;Allemagne;H;34;Yes
15734058;2011-02-01 00:00:00;Anayochukwu;Allemagne;H;32;Yes
15707479;2013-04-01 00:00:00;Fan;France;H;40;No
15701042;2018-03-01 00:00:00;Dalton;Allemagne;F;27;No
15693752;2018-03-01 00:00:00;Reed;France;H;37;Yes
15804357;2017-04-01 00:00:00;Loggia;France;H;40;Yes
15723318;2020-02-01 00:00:00;Mactier;France;F;55;No
15591150;2010-01-01 00:00:00;Nwebube;Espagne;H;34;Yes
15755209;2013-02-01 00:00:00;Fu;Espagne;F;35;Yes
15569976;2019-06-01 00:00:00;Woronoff;Allemagne;H;65;Yes
15640580;2011-05-01 00:00:00;Obiora;France;F;47;No
15631813;2014-02-01 00:00:00;Beneventi;France;H;39;Yes
15593501;2015-04-01 00:00:00;Graham;France;F;36;No
15575759;2017-01-01 00:00:00;Bentley;Espagne;F;40;No
15734628;2015-04-01 00:00:00;Lysaght;France;F;35;No
15663294;2019-05-01 00:00:00;Kao;France;H;32;Yes
15640133;2020-04-01 00:00:00;Pai;France;F;34;No
15744279;2012-01-01 00:00:00;Patterson;Espagne;F;58;Yes
15720713;2010-03-01 00:00:00;Chibueze;France;F;29;Yes
15711352;2017-06-01 00:00:00;Endrizzi;France;F;31;Yes
15634180;2016-06-01 00:00:00;Holden;Allemagne;H;26;No
15575858;2017-05-01 00:00:00;Bergamaschi;France;H;40;No
15585835;2016-02-01 00:00:00;Lord;Espagne;F;34;No
15730688;2012-02-01 00:00:00;Yu;France;F;28;Yes
15740264;2011-06-01 00:00:00;Yobachi;France;H;38;No
15775886;2017-03-01 00:00:00;Su;France;H;36;No
15625047;2015-05-01 00:00:00;Yen;France;F;38;Yes
15761986;2017-04-01 00:00:00;Obialo;Espagne;F;32;No
15619436;2017-04-01 00:00:00;Pan;France;F;32;No
15654495;2014-02-01 00:00:00;Potter;Allemagne;F;47;Yes
15684440;2018-06-01 00:00:00;Monaldo;Allemagne;H;32;Yes
15771966;2012-06-01 00:00:00;Akobundu;France;H;39;No
15612139;2020-01-01 00:00:00;Fu;France;F;33;Yes
15644994;2016-02-01 00:00:00;Ko;Allemagne;H;54;Yes
15807269;2018-05-01 00:00:00;Milanesi;Allemagne;H;43;No
15735636;2018-02-01 00:00:00;Toscano;France;F;53;Yes
15606849;2019-06-01 00:00:00;Blackall;France;F;27;Yes
15703482;2011-06-01 00:00:00;Walker;Allemagne;H;34;No
15800068;2014-05-01 00:00:00;Cooper;Espagne;F;46;Yes
15785869;2013-06-01 00:00:00;Pisano;France;F;25;No
15723737;2017-01-01 00:00:00;Pitcher;France;H;27;No
15723894;2013-05-01 00:00:00;Younger;France;H;45;No
15639133;2016-02-01 00:00:00;Ku;France;F;50;No
15709222;2017-04-01 00:00:00;Chukwueloka;Espagne;H;34;Yes
15603323;2019-05-01 00:00:00;Bell;Espagne;F;33;No
15744717;2018-01-01 00:00:00;Duffy;France;F;44;Yes
15803840;2011-05-01 00:00:00;Forbes;France;F;32;No
15742848;2015-05-01 00:00:00;Gratton;France;H;41;Yes
15616451;2014-02-01 00:00:00;Genovese;France;F;47;Yes
15670584;2018-01-01 00:00:00;Nkemakolam;Espagne;H;31;Yes
15702377;2019-03-01 00:00:00;Knorr;Espagne;H;48;No
15801277;2018-05-01 00:00:00;Maccallum;France;F;31;Yes
15667602;2017-02-01 00:00:00;Cheng;Espagne;H;33;No
15700656;2011-04-01 00:00:00;Balashova;France;H;32;No
15591179;2018-05-01 00:00:00;Skelton;Espagne;H;30;Yes
15591257;2012-06-01 00:00:00;Ejimofor;France;H;24;No
15694125;2015-06-01 00:00:00;McElhone;France;H;57;Yes
15779913;2015-02-01 00:00:00;Davidson;France;H;27;Yes
15582276;2015-02-01 00:00:00;Greco;France;H;34;Yes
15694098;2011-01-01 00:00:00;Jackson;France;F;54;Yes
15589754;2018-04-01 00:00:00;Malloy;Allemagne;H;45;Yes
15661433;2015-05-01 00:00:00;Zetticci;France;H;34;No
15810711;2016-01-01 00:00:00;Marcum;Allemagne;H;37;Yes
15723373;2012-01-01 00:00:00;Page;Espagne;F;34;No
15689526;2011-06-01 00:00:00;Shih;Allemagne;F;35;No
15806230;2018-04-01 00:00:00;Trevisano;Allemagne;H;40;Yes
15801817;2013-01-01 00:00:00;Carpenter;France;F;38;Yes
15736146;2016-02-01 00:00:00;Afamefula;Allemagne;H;28;Yes
15587240;2016-01-01 00:00:00;Vasilyev;France;H;40;Yes
15605791;2011-03-01 00:00:00;Li;Allemagne;H;29;No
15747807;2014-01-01 00:00:00;Gallagher;France;F;43;No
15588566;2015-01-01 00:00:00;Wilkinson;Espagne;H;33;Yes
15597239;2013-01-01 00:00:00;Ku;Espagne;H;39;No
15702430;2010-01-01 00:00:00;Ignatyeva;France;F;35;Yes
15815364;2018-03-01 00:00:00;Ashley;Espagne;F;28;Yes
15771674;2015-03-01 00:00:00;Ma;Espagne;F;39;No
15807312;2015-04-01 00:00:00;Hsia;Espagne;H;33;Yes
15614302;2010-03-01 00:00:00;Crotty;Allemagne;F;31;No
15773421;2016-03-01 00:00:00;Genovese;France;F;42;No
15683560;2013-04-01 00:00:00;Gallo;France;F;40;No
15677586;2017-03-01 00:00:00;Romero;Allemagne;F;32;Yes
15667085;2016-03-01 00:00:00;Meng;France;H;33;Yes
15782641;2017-02-01 00:00:00;Brown;Espagne;F;29;No
15614220;2015-01-01 00:00:00;Benson;France;H;22;Yes
15721730;2016-02-01 00:00:00;Amechi;Espagne;F;44;No
15794396;2013-05-01 00:00:00;Newbold;Allemagne;F;38;No
15758546;2012-06-01 00:00:00;Norton;Espagne;H;39;Yes
15768451;2015-01-01 00:00:00;MacDonald;Allemagne;H;40;Yes
15598510;2016-01-01 00:00:00;Colombo;Allemagne;H;27;Yes
15585255;2011-05-01 00:00:00;Moore;France;H;42;No
15748481;2014-03-01 00:00:00;Howey;France;F;27;No
15730735;2011-03-01 00:00:00;Henning;France;H;38;Yes
15587581;2015-06-01 00:00:00;Russo;Allemagne;F;33;Yes
15595037;2011-05-01 00:00:00;Palermo;France;H;47;Yes
15596649;2012-05-01 00:00:00;Bailey;France;F;39;No
15654296;2011-06-01 00:00:00;Estrada;Espagne;F;19;No
15799480;2020-01-01 00:00:00;Webb;France;H;34;Yes
15669957;2011-04-01 00:00:00;Drake;Allemagne;H;52;Yes
15574137;2017-02-01 00:00:00;Ch'in;Espagne;H;35;Yes
15574119;2019-01-01 00:00:00;Okwuadigbo;Espagne;F;64;Yes
15762392;2019-03-01 00:00:00;Ilyina;Espagne;H;30;Yes
15725478;2013-01-01 00:00:00;McClemans;France;H;60;Yes
15804787;2015-04-01 00:00:00;Onyemauchechukwu;France;H;75;Yes
15693704;2014-02-01 00:00:00;Tsou;France;F;24;Yes
15748649;2012-05-01 00:00:00;Shen;France;H;40;No
15733616;2015-06-01 00:00:00;Sopuluchukwu;France;H;40;Yes
15672027;2010-04-01 00:00:00;McIntyre;Allemagne;F;33;No
15786078;2011-04-01 00:00:00;Loginov;France;F;28;No
15670866;2018-01-01 00:00:00;Chiu;France;H;31;Yes
15622470;2010-05-01 00:00:00;Yeh;Espagne;H;41;Yes
15715394;2016-03-01 00:00:00;Greece;Espagne;H;35;Yes
15782530;2018-02-01 00:00:00;Bruce;Espagne;H;30;No
15708650;2018-06-01 00:00:00;Fullwood;France;F;31;Yes
15763806;2016-02-01 00:00:00;Astorga;France;H;41;Yes
15773973;2018-04-01 00:00:00;Hill;France;H;41;Yes
15627251;2016-02-01 00:00:00;Tsui;France;H;34;Yes
15617136;2011-03-01 00:00:00;Mazzanti;Allemagne;F;38;Yes
15611171;2019-03-01 00:00:00;Fowler;France;H;111;Yes
15619304;2012-04-01 00:00:00;Onio;France;F;42;No
15585865;2018-02-01 00:00:00;Westerberg;France;F;38;No
15700263;2018-03-01 00:00:00;Ifeatu;France;H;66;No
15715939;2020-04-01 00:00:00;Wright;France;H;33;No
15797787;2019-04-01 00:00:00;Denisov;France;H;36;No
15741195;2015-01-01 00:00:00;Okechukwu;Espagne;H;19;Yes
15669281;2017-03-01 00:00:00;Ch'iu;Espagne;H;38;No
15779247;2012-01-01 00:00:00;Pai;Espagne;F;24;No
15742613;2012-05-01 00:00:00;Warner;Allemagne;F;42;No
15653065;2013-05-01 00:00:00;Nwabugwu;Espagne;F;22;No
15593555;2011-05-01 00:00:00;Chinedum;France;H;38;Yes
15665180;2017-05-01 00:00:00;Vasiliev;France;F;31;No
15701319;2014-02-01 00:00:00;Baxter;Allemagne;F;37;Yes
15634968;2014-01-01 00:00:00;Hsueh;Allemagne;F;37;Yes
15732967;2014-03-01 00:00:00;Cremonesi;France;H;19;Yes
15787318;2014-06-01 00:00:00;Holmwood;Allemagne;F;47;No
15587443;2019-06-01 00:00:00;Akudinobi;France;F;69;Yes
15634632;2017-04-01 00:00:00;Titus;France;H;38;No
15764195;2016-05-01 00:00:00;Newsom;Espagne;H;39;Yes
15775042;2016-02-01 00:00:00;Ku;France;F;23;No
15775892;2012-01-01 00:00:00;Caldwell;Espagne;F;23;No
15800688;2013-03-01 00:00:00;Ch'en;Espagne;F;42;No
15675842;2016-03-01 00:00:00;Pinto;Espagne;H;26;No
15704315;2012-02-01 00:00:00;Teng;France;H;34;Yes
15744770;2018-01-01 00:00:00;Stone;France;H;44;No
15815070;2015-02-01 00:00:00;Romano;Allemagne;F;44;No
15588955;2015-01-01 00:00:00;Mazzi;Allemagne;F;43;No
15643865;2017-03-01 00:00:00;Lo Duca;France;F;40;Yes
15711825;2019-04-01 00:00:00;Ts'ai;Espagne;F;35;No
15813422;2016-06-01 00:00:00;Lu;Espagne;H;35;No
15688157;2018-06-01 00:00:00;Padovano;Allemagne;F;39;Yes
15758136;2017-03-01 00:00:00;King;France;H;37;Yes
15712409;2014-05-01 00:00:00;Tang;Allemagne;H;66;Yes
15620735;2016-01-01 00:00:00;Chiganu;Allemagne;F;33;No
15723006;2012-05-01 00:00:00;Gorbunova;France;H;38;Yes
15810732;2012-06-01 00:00:00;Grant;France;F;36;No
15666982;2011-04-01 00:00:00;Spears;Allemagne;F;38;No
15684868;2011-04-01 00:00:00;Cameron;Allemagne;H;56;No
15812197;2013-05-01 00:00:00;Kline;France;H;38;No
15796838;2016-03-01 00:00:00;Chibugo;Espagne;H;58;Yes
15587676;2011-06-01 00:00:00;Alexeieva;France;H;30;Yes
15783752;2016-05-01 00:00:00;Lindsay;Allemagne;H;29;Yes
15720083;2019-02-01 00:00:00;Fiorentino;Espagne;H;42;Yes
15578045;2011-04-01 00:00:00;Mitchell;Espagne;F;49;No
15620756;2014-05-01 00:00:00;Stokes;France;H;49;Yes
15642726;2017-04-01 00:00:00;Holmes;France;H;53;No
15727703;2010-01-01 00:00:00;Li Fonti;Allemagne;H;34;No
15672798;2013-02-01 00:00:00;O'Brien;France;F;45;Yes
15682268;2019-02-01 00:00:00;Steere;Allemagne;F;26;No
15599004;2019-02-01 00:00:00;Tsao;Espagne;H;37;Yes
15617134;2016-05-01 00:00:00;Iqbal;France;H;38;No
15651352;2018-03-01 00:00:00;Tobenna;France;F;38;No
15622834;2016-01-01 00:00:00;Stevenson;France;F;35;No
15578977;2011-04-01 00:00:00;Robinson;France;H;34;No
15629885;2013-04-01 00:00:00;Wilson;France;F;33;No
15710164;2013-02-01 00:00:00;P'eng;France;F;73;No
15585839;2018-04-01 00:00:00;Niu;France;H;37;No
15759298;2010-01-01 00:00:00;Shih;Espagne;H;27;Yes
15721921;2012-05-01 00:00:00;Woolnough;France;H;44;Yes
15682955;2018-01-01 00:00:00;Capon;France;F;32;Yes
15571940;2017-05-01 00:00:00;Afamefula;Espagne;H;22;Yes
15607690;2018-02-01 00:00:00;Hsing;Allemagne;H;47;No
15782758;2015-02-01 00:00:00;Ozerova;France;H;40;Yes
15640521;2017-06-01 00:00:00;Chidumaga;Allemagne;H;33;No
15679200;2011-03-01 00:00:00;Crawford;Espagne;H;29;No
15799720;2012-04-01 00:00:00;Coburn;Espagne;H;43;Yes
15627630;2019-06-01 00:00:00;Chiagoziem;France;F;41;No
15792726;2012-02-01 00:00:00;Sung;France;F;25;Yes
15654274;2014-06-01 00:00:00;Corrie;France;H;37;No
15670481;2011-04-01 00:00:00;Woods;France;F;27;Yes
15676117;2011-01-01 00:00:00;Zinachukwudi;France;H;44;No
15672437;2019-05-01 00:00:00;Buccho;France;H;72;Yes
15674950;2016-05-01 00:00:00;Ebelechukwu;Allemagne;H;39;No
15747168;2018-06-01 00:00:00;Sanders;Allemagne;F;47;Yes
15765311;2012-03-01 00:00:00;Zhirov;Espagne;H;34;No
15788634;2018-06-01 00:00:00;Romani;Espagne;F;37;No
15793317;2013-06-01 00:00:00;Hale;Espagne;F;22;No
15641175;2017-02-01 00:00:00;Munro;Allemagne;H;63;No
15785488;2011-06-01 00:00:00;Palmer;Espagne;F;39;Yes
15745716;2013-03-01 00:00:00;McGregor;Espagne;H;53;Yes
15669204;2016-05-01 00:00:00;Grant;Allemagne;H;23;No
15716835;2012-06-01 00:00:00;Rossi;France;H;24;Yes
15581198;2020-05-01 00:00:00;Jenkins;Allemagne;F;39;No
15773709;2020-05-01 00:00:00;Hung;Espagne;H;35;Yes
15625035;2012-01-01 00:00:00;Mills;France;H;50;Yes
15705174;2013-04-01 00:00:00;Chiedozie;Allemagne;H;68;Yes
15786739;2019-06-01 00:00:00;Clements;France;H;37;Yes
15637354;2013-06-01 00:00:00;Yobachukwu;France;F;24;Yes
15627365;2020-02-01 00:00:00;Calabresi;France;H;46;Yes
15647782;2012-01-01 00:00:00;Brown;Allemagne;H;36;No
15795186;2015-05-01 00:00:00;Leonard;France;H;38;No
15630167;2016-05-01 00:00:00;Gibson;Espagne;F;39;Yes
15760568;2015-02-01 00:00:00;Dalrymple;Allemagne;F;38;Yes
15636330;2019-02-01 00:00:00;Ch'in;Allemagne;F;48;No
15592091;2018-01-01 00:00:00;Belbin;Espagne;H;31;Yes
15641110;2020-04-01 00:00:00;Abron;France;H;41;No
15764654;2011-01-01 00:00:00;Zikoranachidimma;France;H;37;Yes
15788189;2012-05-01 00:00:00;Matveyeva;France;F;41;No
15616168;2013-02-01 00:00:00;Ojiofor;France;F;35;Yes
15611612;2020-01-01 00:00:00;Priestley;France;F;29;No
15727421;2014-01-01 00:00:00;Anayolisa;France;F;38;Yes
15673529;2016-03-01 00:00:00;Lombardo;Espagne;H;36;No
15723488;2013-03-01 00:00:00;Watson;Allemagne;H;47;Yes
15770406;2011-06-01 00:00:00;Watson;Allemagne;H;35;Yes
15697318;2011-04-01 00:00:00;Ifeatu;Allemagne;H;32;No
15682834;2016-03-01 00:00:00;Johnstone;Espagne;F;35;Yes
15742378;2015-05-01 00:00:00;Swaim;Allemagne;H;32;No
15804052;2014-05-01 00:00:00;Scott;Espagne;H;23;Yes
15750602;2015-05-01 00:00:00;Clendinnen;France;H;29;No
15609356;2019-02-01 00:00:00;Chimaraoke;France;F;25;No
15713532;2016-04-01 00:00:00;Wang;Allemagne;F;29;No
15620123;2014-01-01 00:00:00;Christie;France;H;39;No
15751208;2012-04-01 00:00:00;Pirozzi;Espagne;H;56;Yes
15748608;2015-03-01 00:00:00;Trentini;Allemagne;H;42;Yes
15611338;2016-04-01 00:00:00;Kashiwagi;Espagne;H;29;Yes
15615444;2012-02-01 00:00:00;Y?an;Allemagne;H;28;Yes
15642709;2011-04-01 00:00:00;Feng;France;F;30;No
15794014;2012-06-01 00:00:00;Schofield;France;F;34;No
15754526;2014-05-01 00:00:00;Walker;Allemagne;H;36;Yes
15795990;2010-06-01 00:00:00;Lumholtz;Allemagne;F;48;Yes
15791114;2019-03-01 00:00:00;Yegorova;France;H;37;No
15684269;2017-04-01 00:00:00;Gray;Espagne;F;35;No
15601008;2012-04-01 00:00:00;Stevenson;France;H;33;No
15655961;2019-02-01 00:00:00;Palermo;Allemagne;H;27;No
15711759;2015-04-01 00:00:00;Wilkins;France;F;29;Yes
15606386;2017-02-01 00:00:00;Wang;Allemagne;F;46;No
15663446;2016-04-01 00:00:00;Volkova;Allemagne;F;29;No
15622578;2015-03-01 00:00:00;Sergeyev;France;H;34;Yes
15652808;2015-06-01 00:00:00;Monaldo;France;F;41;No
15704771;2014-05-01 00:00:00;Ugochukwu;France;F;35;Yes
15794868;2010-01-01 00:00:00;Nnonso;Allemagne;H;40;Yes
15759872;2011-01-01 00:00:00;L?;France;H;22;No
15717056;2013-06-01 00:00:00;Pan;Allemagne;F;25;No
15614137;2013-04-01 00:00:00;MacDonald;France;F;40;No
15727198;2018-03-01 00:00:00;Teng;Allemagne;F;28;No
15744127;2018-01-01 00:00:00;Kosovich;France;F;37;No
15776596;2014-01-01 00:00:00;Ferri;Espagne;F;39;No
15797113;2016-06-01 00:00:00;Bevan;Espagne;F;34;No
15639530;2018-04-01 00:00:00;Buda;Espagne;H;42;Yes
15584320;2017-03-01 00:00:00;Brennan;France;F;39;No
15645621;2017-06-01 00:00:00;Hunter;Espagne;H;44;Yes
15578435;2012-04-01 00:00:00;Langlands;France;H;40;Yes
15675380;2017-04-01 00:00:00;Logan;Espagne;H;56;Yes
15602010;2015-06-01 00:00:00;Zikoranaudodimma;Allemagne;F;45;No
15657396;2011-06-01 00:00:00;Marshall;France;H;31;Yes
15635942;2011-02-01 00:00:00;Thomson;France;H;40;No
15592914;2011-02-01 00:00:00;Fang;France;F;29;Yes
